Date,continent ,country,lat,long,confirmed,death,recovered
2020-04-02,Europe,Germany,51,9,6922,187,3740
2020-04-03,Europe,Germany,51,9,6365,168,2135
2020-04-04,Europe,Germany,51,9,4933,169,1825
2020-04-05,Europe,Germany,51,9,4031,140,2300
2020-04-06,Europe,Germany,51,9,3251,226,0
2020-04-07,Europe,Germany,51,9,4289,206,7381
2020-04-08,Europe,Germany,51,9,5633,333,10219
2020-04-09,Europe,Germany,51,9,4885,258,6107
2020-04-10,Europe,Germany,51,9,3990,160,1506
2020-04-11,Europe,Germany,51,9,2737,31,3487
2020-04-12,Europe,Germany,51,9,2946,286,2900
2020-04-13,Europe,Germany,51,9,2218,172,4000
2020-04-14,Europe,Germany,51,9,1287,100,3900
2020-04-15,Europe,Germany,51,9,3394,510,4400
2020-04-16,Europe,Germany,51,9,2945,248,4400
2020-04-17,Europe,Germany,51,9,3699,300,6114
2020-04-18,Europe,Germany,51,9,1945,107,2286
2020-04-19,Europe,Germany,51,9,1842,127,2600
2020-04-20,Europe,Germany,51,9,1881,276,3500
2020-04-21,Europe,Germany,51,9,1226,171,3700
2020-04-22,Europe,Germany,51,9,2357,246,4200
2020-04-23,Europe,Germany,51,9,2481,296,3900
2020-04-24,Europe,Germany,51,9,1870,185,6500
2020-04-25,Europe,Germany,51,9,1514,117,0
2020-04-26,Europe,Germany,51,9,1257,99,2200
2020-04-27,Europe,Germany,51,9,988,150,2500
2020-04-28,Europe,Germany,51,9,1154,188,2900
2020-04-29,Europe,Germany,51,9,1627,153,3000
2020-04-30,Europe,Germany,51,9,1470,156,3100
2020-05-01,Europe,Germany,51,9,1068,113,3400
2020-05-02,Europe,Germany,51,9,890,76,2100
2020-05-03,Europe,Germany,51,9,697,54,1600
2020-05-04,Europe,Germany,51,9,488,127,2100
2020-05-05,Europe,Germany,51,9,855,0,2400
2020-05-06,Europe,Germany,51,9,1155,282,4800
2020-05-07,Europe,Germany,51,9,1268,117,1800
2020-05-08,Europe,Germany,51,9,1158,118,0
2020-05-09,Europe,Germany,51,9,736,39,1600
2020-05-10,Europe,Germany,51,9,555,20,1100
2020-05-11,Europe,Germany,51,9,697,92,1217
2020-05-12,Europe,Germany,51,9,595,77,1583
2020-05-13,Europe,Germany,51,9,927,123,1500
2020-05-14,Europe,Germany,51,9,380,23,1600
2020-05-15,Europe,Germany,51,9,755,13,1297
2020-05-16,Europe,Germany,51,9,519,41,1003
2020-05-17,Europe,Germany,51,9,617,24,1411
2020-05-18,Europe,Germany,51,9,182,41,1030
2020-05-19,Europe,Germany,51,9,1227,78,640
2020-05-20,Europe,Germany,51,9,695,63,1285
2020-05-21,Europe,Germany,51,9,548,59,1121
2020-05-22,Europe,Germany,51,9,689,25,977
2020-05-23,Europe,Germany,51,9,276,33,652
2020-05-24,Europe,Germany,51,9,342,22,565
2020-05-25,Europe,Germany,51,9,272,26,918
2020-05-26,Europe,Germany,51,9,600,63,768
2020-05-27,Europe,Germany,51,9,324,56,853
2020-05-28,Europe,Germany,51,9,672,42,540
2020-05-29,Europe,Germany,51,9,726,34,885
2020-05-30,Europe,Germany,51,9,267,26,663
2020-05-31,Europe,Germany,51,9,221,10,444
2020-06-01,Europe,Germany,51,9,184,15,280
2020-06-02,Europe,Germany,51,9,285,8,977
2020-06-03,Europe,Germany,51,9,242,39,844
2020-06-04,Europe,Germany,51,9,351,33,456
2020-06-05,Europe,Germany,51,9,452,23,571
2020-06-06,Europe,Germany,51,9,526,15,478
2020-06-07,Europe,Germany,51,9,300,12,266
2020-06-08,Europe,Germany,51,9,359,10,332
2020-06-09,Europe,Germany,51,9,397,41,573
2020-06-10,Europe,Germany,51,9,16,16,501
2020-06-11,Europe,Germany,51,9,169,20,331
2020-06-12,Europe,Germany,51,9,535,11,574
2020-06-13,Europe,Germany,51,9,41,10,435
2020-06-14,Europe,Germany,51,9,251,8,119
2020-06-15,Europe,Germany,51,9,164,6,603
2020-06-16,Europe,Germany,51,9,570,13,150
2020-06-17,Europe,Germany,51,9,352,31,757
2020-06-18,Europe,Germany,51,9,1213,24,248
2020-06-19,Europe,Germany,51,9,482,12,125
2020-06-20,Europe,Germany,51,9,371,8,637
2020-06-21,Europe,Germany,51,9,602,0,131
2020-06-22,Europe,Germany,51,9,496,4,403
2020-06-23,Europe,Germany,51,9,712,15,682
2020-06-24,Europe,Germany,51,9,391,14,597
2020-06-25,Europe,Germany,51,9,500,12,342
2020-06-26,Europe,Germany,51,9,665,25,385
2020-06-27,Europe,Germany,51,9,422,3,369
2020-06-28,Europe,Germany,51,9,235,0,139
2020-06-29,Europe,Germany,51,9,349,8,113
2020-06-30,Europe,Germany,51,9,376,14,330
2020-07-01,Europe,Germany,51,9,475,5,1000
2020-07-02,Europe,Germany,51,9,477,11,700
2020-07-03,Europe,Germany,51,9,410,4,500
2020-07-04,Europe,Germany,51,9,418,10,700
2020-07-05,Europe,Germany,51,9,325,3,719
2020-07-06,Europe,Germany,51,9,541,1,441
2020-07-07,Europe,Germany,51,9,279,10,501
2020-07-08,Europe,Germany,51,9,356,14,492
2020-01-22,Asia,India,21,78,0,0,0
2020-01-23,Asia,India,21,78,0,0,0
2020-01-24,Asia,India,21,78,0,0,0
2020-01-25,Asia,India,21,78,0,0,0
2020-01-26,Asia,India,21,78,0,0,0
2020-01-27,Asia,India,21,78,0,0,0
2020-01-28,Asia,India,21,78,0,0,0
2020-01-29,Asia,India,21,78,0,0,0
2020-01-30,Asia,India,21,78,1,0,0
2020-01-31,Asia,India,21,78,0,0,0
2020-02-01,Asia,India,21,78,0,0,0
2020-02-02,Asia,India,21,78,1,0,0
2020-02-03,Asia,India,21,78,1,0,0
2020-02-04,Asia,India,21,78,0,0,0
2020-02-05,Asia,India,21,78,0,0,0
2020-02-06,Asia,India,21,78,0,0,0
2020-02-07,Asia,India,21,78,0,0,0
2020-02-08,Asia,India,21,78,0,0,0
2020-02-09,Asia,India,21,78,0,0,0
2020-02-10,Asia,India,21,78,0,0,0
2020-02-11,Asia,India,21,78,0,0,0
2020-02-12,Asia,India,21,78,0,0,0
2020-02-13,Asia,India,21,78,0,0,0
2020-02-14,Asia,India,21,78,0,0,0
2020-02-15,Asia,India,21,78,0,0,0
2020-02-16,Asia,India,21,78,0,0,3
2020-02-17,Asia,India,21,78,0,0,0
2020-02-18,Asia,India,21,78,0,0,0
2020-02-19,Asia,India,21,78,0,0,0
2020-02-20,Asia,India,21,78,0,0,0
2020-02-21,Asia,India,21,78,0,0,0
2020-02-22,Asia,India,21,78,0,0,0
2020-02-23,Asia,India,21,78,0,0,0
2020-02-24,Asia,India,21,78,0,0,0
2020-02-25,Asia,India,21,78,0,0,0
2020-02-26,Asia,India,21,78,0,0,0
2020-02-27,Asia,India,21,78,0,0,0
2020-02-28,Asia,India,21,78,0,0,0
2020-02-29,Asia,India,21,78,0,0,0
2020-03-01,Asia,India,21,78,0,0,0
2020-03-02,Asia,India,21,78,2,0,0
2020-03-03,Asia,India,21,78,0,0,0
2020-03-04,Asia,India,21,78,23,0,0
2020-03-05,Asia,India,21,78,2,0,0
2020-03-06,Asia,India,21,78,1,0,0
2020-03-07,Asia,India,21,78,3,0,0
2020-03-08,Asia,India,21,78,5,0,0
2020-03-09,Asia,India,21,78,4,0,0
2020-03-10,Asia,India,21,78,13,0,1
2020-03-11,Asia,India,21,78,6,1,0
2020-03-12,Asia,India,21,78,11,0,0
2020-03-13,Asia,India,21,78,9,1,0
2020-03-14,Asia,India,21,78,20,0,0
2020-03-15,Asia,India,21,78,11,0,9
2020-03-16,Asia,India,21,78,6,0,0
2020-03-17,Asia,India,21,78,23,1,1
2020-03-18,Asia,India,21,78,14,0,0
2020-03-19,Asia,India,21,78,38,1,1
2020-03-20,Asia,India,21,78,50,1,5
2020-03-21,Asia,India,21,78,86,1,3
2020-03-22,Asia,India,21,78,66,3,4
2020-03-23,Asia,India,21,78,103,3,0
2020-03-24,Asia,India,21,78,37,0,13
2020-03-25,Asia,India,21,78,121,2,3
2020-03-26,Asia,India,21,78,70,8,2
2020-03-27,Asia,India,21,78,160,0,28
2020-03-28,Asia,India,21,78,100,4,11
2020-03-29,Asia,India,21,78,37,3,11
2020-03-30,Asia,India,21,78,227,5,7
2020-03-31,Asia,India,21,78,146,3,21
2020-04-01,Asia,India,21,78,601,23,25
2020-04-02,Asia,India,21,78,545,14,43
2020-04-03,Asia,India,21,78,24,0,1
2020-04-04,Asia,India,21,78,515,14,37
2020-04-05,Asia,India,21,78,506,13,0
2020-04-06,Asia,India,21,78,1190,37,146
2020-04-07,Asia,India,21,78,533,14,46
2020-04-08,Asia,India,21,78,605,28,85
2020-04-09,Asia,India,21,78,809,48,114
2020-04-10,Asia,India,21,78,873,20,154
2020-04-11,Asia,India,21,78,848,42,195
2020-04-12,Asia,India,21,78,759,43,111
2020-04-13,Asia,India,21,78,1248,27,101
2020-04-14,Asia,India,21,78,1034,35,178
2020-04-15,Asia,India,21,78,835,12,73
2020-04-16,Asia,India,21,78,1108,43,336
2020-04-17,Asia,India,21,78,922,38,273
2020-04-18,Asia,India,21,78,1370,35,422
2020-04-19,Asia,India,21,78,1893,38,391
2020-04-20,Asia,India,21,78,924,33,419
2020-04-21,Asia,India,21,78,1541,53,702
2020-04-22,Asia,India,21,78,1290,36,395
2020-04-23,Asia,India,21,78,1707,40,642
2020-04-24,Asia,India,21,78,1453,59,486
2020-04-25,Asia,India,21,78,1753,45,441
2020-04-26,Asia,India,21,78,1607,56,584
2020-04-27,Asia,India,21,78,1561,58,614
2020-04-28,Asia,India,21,78,1873,69,610
2020-04-29,Asia,India,21,78,1738,71,690
2020-04-30,Asia,India,21,78,1801,75,631
2020-05-01,Asia,India,21,78,2394,69,939
2020-05-02,Asia,India,21,78,2442,100,812
2020-05-03,Asia,India,21,78,2806,68,956
2020-05-04,Asia,India,21,78,3932,175,1072
2020-05-05,Asia,India,21,78,2963,127,1295
2020-05-06,Asia,India,21,78,3587,92,1189
2020-05-07,Asia,India,21,78,3364,104,1445
2020-05-08,Asia,India,21,78,3344,96,1111
2020-05-09,Asia,India,21,78,3113,116,1414
2020-05-10,Asia,India,21,78,4353,111,1668
2020-05-11,Asia,India,21,78,3607,82,1580
2020-05-12,Asia,India,21,78,3524,121,1871
2020-05-13,Asia,India,21,78,3763,136,1980
2020-05-14,Asia,India,21,78,3942,98,1569
2020-05-15,Asia,India,21,78,3787,104,2289
2020-05-16,Asia,India,21,78,4864,118,3966
2020-05-17,Asia,India,21,78,5050,154,2571
2020-05-18,Asia,India,21,78,4630,131,2438
2020-05-19,Asia,India,21,78,6147,146,3076
2020-05-20,Asia,India,21,78,5553,132,3113
2020-05-21,Asia,India,21,78,6198,150,3131
2020-05-22,Asia,India,21,78,6568,142,3271
2020-05-23,Asia,India,21,78,6629,142,2561
2020-05-24,Asia,India,21,78,7113,156,3307
2020-05-25,Asia,India,21,78,6414,148,3014
2020-05-26,Asia,India,21,78,5843,172,3571
2020-05-27,Asia,India,21,78,7293,190,3472
2020-05-28,Asia,India,21,78,7300,177,3171
2020-05-29,Asia,India,21,78,8105,269,11707
2020-05-30,Asia,India,21,78,8336,205,4309
2020-05-31,Asia,India,21,78,8782,223,4916
2020-06-01,Asia,India,21,78,7761,200,3902
2020-06-02,Asia,India,21,78,8821,221,4531
2020-06-03,Asia,India,21,78,9633,259,3786
2020-06-04,Asia,India,21,78,9889,275,4379
2020-06-05,Asia,India,21,78,9471,286,4783
2020-06-06,Asia,India,21,78,10438,297,5462
2020-06-07,Asia,India,21,78,10864,261,5153
2020-06-08,Asia,India,21,78,8442,266,5247
2020-06-09,Asia,India,21,78,10218,277,5575
2020-06-10,Asia,India,21,78,10459,352,536
2020-06-11,Asia,India,21,78,10930,396,11989
2020-06-12,Asia,India,21,78,11458,386,7135
2020-06-13,Asia,India,21,78,11929,311,8049
2020-06-14,Asia,India,21,78,11502,325,7419
2020-06-15,Asia,India,21,78,10667,380,10215
2020-06-16,Asia,India,21,78,10974,2003,6922
2020-06-17,Asia,India,21,78,12881,334,7390
2020-06-18,Asia,India,21,78,13586,336,10386
2020-06-19,Asia,India,21,78,14516,375,9120
2020-06-20,Asia,India,21,78,15403,306,13897
2020-06-21,Asia,India,21,78,14831,445,9468
2020-06-22,Asia,India,21,78,14933,312,10994
2020-06-23,Asia,India,21,78,15968,465,10495
2020-06-24,Asia,India,21,78,16922,418,13012
2020-06-25,Asia,India,21,78,17296,407,13940
2020-06-26,Asia,India,21,78,18552,384,10244
2020-06-27,Asia,India,21,78,19906,410,13832
2020-06-28,Asia,India,21,78,19459,380,12010
2020-06-29,Asia,India,21,78,18522,418,13099
2020-06-30,Asia,India,21,78,18641,507,13090
2020-07-01,Asia,India,21,78,19160,434,11948
2020-07-02,Asia,India,21,78,20903,379,20032
2020-07-03,Asia,India,21,78,22771,442,14335
2020-07-04,Asia,India,21,78,24850,613,14856
2020-07-05,Asia,India,21,78,24248,425,15350
2020-07-06,Asia,India,21,78,22251,466,15501
2020-07-07,Asia,India,21,78,22753,483,16897
2020-07-08,Asia,India,21,78,24879,487,19547
2020-01-22,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-23,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-24,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-25,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-26,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-27,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-28,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-29,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-30,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-01-31,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-01,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-02,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-03,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-04,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-05,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-06,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-07,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-08,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-09,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-10,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-11,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-12,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-13,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-14,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-15,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-16,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-17,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-18,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-19,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-20,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-21,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-22,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-23,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-24,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-25,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-26,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-27,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-28,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-02-29,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-01,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-02,Asia,Indonesia,-0.7893,113.9213,2,0,0
2020-03-03,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-04,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-05,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-06,Asia,Indonesia,-0.7893,113.9213,2,0,0
2020-03-07,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-08,Asia,Indonesia,-0.7893,113.9213,2,0,0
2020-03-09,Asia,Indonesia,-0.7893,113.9213,13,0,0
2020-03-10,Asia,Indonesia,-0.7893,113.9213,8,0,2
2020-03-11,Asia,Indonesia,-0.7893,113.9213,7,1,0
2020-03-12,Asia,Indonesia,-0.7893,113.9213,0,0,0
2020-03-13,Asia,Indonesia,-0.7893,113.9213,35,3,0
2020-03-14,Asia,Indonesia,-0.7893,113.9213,27,1,6
2020-03-15,Asia,Indonesia,-0.7893,113.9213,21,0,0
2020-03-16,Asia,Indonesia,-0.7893,113.9213,17,0,0
2020-03-17,Asia,Indonesia,-0.7893,113.9213,38,0,0
2020-03-18,Asia,Indonesia,-0.7893,113.9213,55,14,3
2020-03-19,Asia,Indonesia,-0.7893,113.9213,84,6,0
2020-03-20,Asia,Indonesia,-0.7893,113.9213,58,7,4
2020-03-21,Asia,Indonesia,-0.7893,113.9213,81,6,0
2020-03-22,Asia,Indonesia,-0.7893,113.9213,64,10,14
2020-03-23,Asia,Indonesia,-0.7893,113.9213,65,1,0
2020-03-24,Asia,Indonesia,-0.7893,113.9213,107,6,1
2020-03-25,Asia,Indonesia,-0.7893,113.9213,104,3,1
2020-03-26,Asia,Indonesia,-0.7893,113.9213,103,20,4
2020-03-27,Asia,Indonesia,-0.7893,113.9213,153,9,11
2020-03-28,Asia,Indonesia,-0.7893,113.9213,109,15,13
2020-03-29,Asia,Indonesia,-0.7893,113.9213,130,12,5
2020-03-30,Asia,Indonesia,-0.7893,113.9213,129,8,11
2020-03-31,Asia,Indonesia,-0.7893,113.9213,114,14,6
2020-04-01,Asia,Indonesia,-0.7893,113.9213,149,21,22
2020-04-02,Asia,Indonesia,-0.7893,113.9213,113,13,9
2020-04-03,Asia,Indonesia,-0.7893,113.9213,196,11,22
2020-04-04,Asia,Indonesia,-0.7893,113.9213,106,10,16
2020-04-05,Asia,Indonesia,-0.7893,113.9213,181,7,14
2020-04-06,Asia,Indonesia,-0.7893,113.9213,218,11,28
2020-04-07,Asia,Indonesia,-0.7893,113.9213,247,12,12
2020-04-08,Asia,Indonesia,-0.7893,113.9213,218,19,18
2020-04-09,Asia,Indonesia,-0.7893,113.9213,337,40,30
2020-04-10,Asia,Indonesia,-0.7893,113.9213,219,26,30
2020-04-11,Asia,Indonesia,-0.7893,113.9213,330,21,4
2020-04-12,Asia,Indonesia,-0.7893,113.9213,399,46,73
2020-04-13,Asia,Indonesia,-0.7893,113.9213,316,26,21
2020-04-14,Asia,Indonesia,-0.7893,113.9213,282,60,46
2020-04-15,Asia,Indonesia,-0.7893,113.9213,297,10,20
2020-04-16,Asia,Indonesia,-0.7893,113.9213,380,27,102
2020-04-17,Asia,Indonesia,-0.7893,113.9213,407,24,59
2020-04-18,Asia,Indonesia,-0.7893,113.9213,325,15,24
2020-04-19,Asia,Indonesia,-0.7893,113.9213,327,47,55
2020-04-20,Asia,Indonesia,-0.7893,113.9213,185,8,61
2020-04-21,Asia,Indonesia,-0.7893,113.9213,375,26,95
2020-04-22,Asia,Indonesia,-0.7893,113.9213,283,19,71
2020-04-23,Asia,Indonesia,-0.7893,113.9213,357,12,47
2020-04-24,Asia,Indonesia,-0.7893,113.9213,436,42,42
2020-04-25,Asia,Indonesia,-0.7893,113.9213,396,31,40
2020-04-26,Asia,Indonesia,-0.7893,113.9213,275,23,65
2020-04-27,Asia,Indonesia,-0.7893,113.9213,214,22,44
2020-04-28,Asia,Indonesia,-0.7893,113.9213,415,8,103
2020-04-29,Asia,Indonesia,-0.7893,113.9213,260,11,137
2020-04-30,Asia,Indonesia,-0.7893,113.9213,347,8,131
2020-05-01,Asia,Indonesia,-0.7893,113.9213,433,8,69
2020-05-02,Asia,Indonesia,-0.7893,113.9213,292,31,74
2020-05-03,Asia,Indonesia,-0.7893,113.9213,349,14,211
2020-05-04,Asia,Indonesia,-0.7893,113.9213,395,19,78
2020-05-05,Asia,Indonesia,-0.7893,113.9213,484,8,243
2020-05-06,Asia,Indonesia,-0.7893,113.9213,367,23,120
2020-05-07,Asia,Indonesia,-0.7893,113.9213,338,35,64
2020-05-08,Asia,Indonesia,-0.7893,113.9213,336,13,113
2020-05-09,Asia,Indonesia,-0.7893,113.9213,533,16,113
2020-05-10,Asia,Indonesia,-0.7893,113.9213,387,14,91
2020-05-11,Asia,Indonesia,-0.7893,113.9213,233,18,183
2020-05-12,Asia,Indonesia,-0.7893,113.9213,484,16,182
2020-05-13,Asia,Indonesia,-0.7893,113.9213,689,21,224
2020-05-14,Asia,Indonesia,-0.7893,113.9213,568,15,231
2020-05-15,Asia,Indonesia,-0.7893,113.9213,490,33,285
2020-05-16,Asia,Indonesia,-0.7893,113.9213,529,13,108
2020-05-17,Asia,Indonesia,-0.7893,113.9213,489,59,218
2020-05-18,Asia,Indonesia,-0.7893,113.9213,496,43,195
2020-05-19,Asia,Indonesia,-0.7893,113.9213,486,30,143
2020-05-20,Asia,Indonesia,-0.7893,113.9213,693,21,108
2020-05-21,Asia,Indonesia,-0.7893,113.9213,973,36,263
2020-05-22,Asia,Indonesia,-0.7893,113.9213,634,48,219
2020-05-23,Asia,Indonesia,-0.7893,113.9213,949,25,192
2020-05-24,Asia,Indonesia,-0.7893,113.9213,526,21,153
2020-05-25,Asia,Indonesia,-0.7893,113.9213,479,19,240
2020-05-26,Asia,Indonesia,-0.7893,113.9213,415,27,235
2020-05-27,Asia,Indonesia,-0.7893,113.9213,686,55,180
2020-05-28,Asia,Indonesia,-0.7893,113.9213,687,23,183
2020-05-29,Asia,Indonesia,-0.7893,113.9213,678,24,252
2020-05-30,Asia,Indonesia,-0.7893,113.9213,557,53,523
2020-05-31,Asia,Indonesia,-0.7893,113.9213,700,40,293
2020-06-01,Asia,Indonesia,-0.7893,113.9213,467,28,329
2020-06-02,Asia,Indonesia,-0.7893,113.9213,609,22,298
2020-06-03,Asia,Indonesia,-0.7893,113.9213,684,35,471
2020-06-04,Asia,Indonesia,-0.7893,113.9213,585,23,486
2020-06-05,Asia,Indonesia,-0.7893,113.9213,703,49,551
2020-06-06,Asia,Indonesia,-0.7893,113.9213,993,31,464
2020-06-07,Asia,Indonesia,-0.7893,113.9213,672,50,591
2020-06-08,Asia,Indonesia,-0.7893,113.9213,847,32,406
2020-06-09,Asia,Indonesia,-0.7893,113.9213,1043,40,510
2020-06-10,Asia,Indonesia,-0.7893,113.9213,1240,36,715
2020-06-11,Asia,Indonesia,-0.7893,113.9213,979,41,507
2020-06-12,Asia,Indonesia,-0.7893,113.9213,1111,48,577
2020-06-13,Asia,Indonesia,-0.7893,113.9213,1014,43,563
2020-06-14,Asia,Indonesia,-0.7893,113.9213,857,43,755
2020-06-15,Asia,Indonesia,-0.7893,113.9213,1017,64,592
2020-06-16,Asia,Indonesia,-0.7893,113.9213,1106,33,580
2020-06-17,Asia,Indonesia,-0.7893,113.9213,1031,45,540
2020-06-18,Asia,Indonesia,-0.7893,113.9213,1331,63,555
2020-06-19,Asia,Indonesia,-0.7893,113.9213,1041,34,551
2020-06-20,Asia,Indonesia,-0.7893,113.9213,1226,56,534
2020-06-21,Asia,Indonesia,-0.7893,113.9213,862,36,521
2020-06-22,Asia,Indonesia,-0.7893,113.9213,954,35,331
2020-06-23,Asia,Indonesia,-0.7893,113.9213,1051,35,506
2020-06-24,Asia,Indonesia,-0.7893,113.9213,1113,38,417
2020-06-25,Asia,Indonesia,-0.7893,113.9213,1178,47,791
2020-06-26,Asia,Indonesia,-0.7893,113.9213,1240,63,884
2020-06-27,Asia,Indonesia,-0.7893,113.9213,1385,37,576
2020-06-28,Asia,Indonesia,-0.7893,113.9213,1198,34,1027
2020-06-29,Asia,Indonesia,-0.7893,113.9213,1082,51,864
2020-06-30,Asia,Indonesia,-0.7893,113.9213,1293,71,1006
2020-07-01,Asia,Indonesia,-0.7893,113.9213,1385,58,789
2020-07-02,Asia,Indonesia,-0.7893,113.9213,1624,53,1072
2020-07-03,Asia,Indonesia,-0.7893,113.9213,1301,49,901
2020-07-04,Asia,Indonesia,-0.7893,113.9213,1447,53,651
2020-07-05,Asia,Indonesia,-0.7893,113.9213,1607,82,886
2020-07-06,Asia,Indonesia,-0.7893,113.9213,1209,70,814
2020-07-07,Asia,Indonesia,-0.7893,113.9213,1268,68,866
2020-07-08,Asia,Indonesia,-0.7893,113.9213,1853,50,800
2020-01-22,Asia,Iran,32,53,0,0,0
2020-01-23,Asia,Iran,32,53,0,0,0
2020-01-24,Asia,Iran,32,53,0,0,0
2020-01-25,Asia,Iran,32,53,0,0,0
2020-01-26,Asia,Iran,32,53,0,0,0
2020-01-27,Asia,Iran,32,53,0,0,0
2020-01-28,Asia,Iran,32,53,0,0,0
2020-01-29,Asia,Iran,32,53,0,0,0
2020-01-30,Asia,Iran,32,53,0,0,0
2020-01-31,Asia,Iran,32,53,0,0,0
2020-02-01,Asia,Iran,32,53,0,0,0
2020-02-02,Asia,Iran,32,53,0,0,0
2020-02-03,Asia,Iran,32,53,0,0,0
2020-02-04,Asia,Iran,32,53,0,0,0
2020-02-05,Asia,Iran,32,53,0,0,0
2020-02-06,Asia,Iran,32,53,0,0,0
2020-02-07,Asia,Iran,32,53,0,0,0
2020-02-08,Asia,Iran,32,53,0,0,0
2020-02-09,Asia,Iran,32,53,0,0,0
2020-02-10,Asia,Iran,32,53,0,0,0
2020-02-11,Asia,Iran,32,53,0,0,0
2020-02-12,Asia,Iran,32,53,0,0,0
2020-02-13,Asia,Iran,32,53,0,0,0
2020-02-14,Asia,Iran,32,53,0,0,0
2020-02-15,Asia,Iran,32,53,0,0,0
2020-02-16,Asia,Iran,32,53,0,0,0
2020-02-17,Asia,Iran,32,53,0,0,0
2020-02-18,Asia,Iran,32,53,0,0,0
2020-02-19,Asia,Iran,32,53,2,2,0
2020-02-20,Asia,Iran,32,53,3,0,0
2020-02-21,Asia,Iran,32,53,13,2,0
2020-02-22,Asia,Iran,32,53,10,1,0
2020-02-23,Asia,Iran,32,53,15,3,0
2020-02-24,Asia,Iran,32,53,18,4,0
2020-02-25,Asia,Iran,32,53,34,4,0
2020-02-26,Asia,Iran,32,53,44,3,49
2020-02-27,Asia,Iran,32,53,106,7,0
2020-02-28,Asia,Iran,32,53,143,8,24
2020-02-29,Asia,Iran,32,53,205,9,50
2020-03-01,Asia,Iran,32,53,385,11,52
2020-03-02,Asia,Iran,32,53,523,12,116
2020-03-03,Asia,Iran,32,53,835,11,0
2020-03-04,Asia,Iran,32,53,586,15,261
2020-03-05,Asia,Iran,32,53,591,15,187
2020-03-06,Asia,Iran,32,53,1234,17,174
2020-03-07,Asia,Iran,32,53,1076,21,756
2020-03-08,Asia,Iran,32,53,743,49,465
2020-03-09,Asia,Iran,32,53,595,43,260
2020-03-10,Asia,Iran,32,53,881,54,337
2020-03-11,Asia,Iran,32,53,958,63,228
2020-03-12,Asia,Iran,32,53,1075,75,0
2020-03-13,Asia,Iran,32,53,1289,85,0
2020-03-14,Asia,Iran,32,53,1365,97,0
2020-03-15,Asia,Iran,32,53,1209,113,1631
2020-03-16,Asia,Iran,32,53,1053,129,0
2020-03-17,Asia,Iran,32,53,1178,135,799
2020-03-18,Asia,Iran,32,53,1192,147,0
2020-03-19,Asia,Iran,32,53,1046,149,321
2020-03-20,Asia,Iran,32,53,1237,149,1035
2020-03-21,Asia,Iran,32,53,966,123,890
2020-03-22,Asia,Iran,32,53,1028,129,296
2020-03-23,Asia,Iran,32,53,1411,127,0
2020-03-24,Asia,Iran,32,53,1762,122,982
2020-03-25,Asia,Iran,32,53,2206,143,712
